Entity ID,Acquisition Date,Publication Date,Resolution,Date Updated,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
SRTM1N00W053V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,1°00'00"N,53°00'00"W,1°00'00"N,52°00'00"W,0°00'00"N,52°00'00"W,0°00'00"N,53°00'00"W,1,-53,1,-52,0,-52,0,-53,SRTM1N00W053V3,SRTM1N00W053V3
SRTM1N00W054V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,1°00'00"N,54°00'00"W,1°00'00"N,53°00'00"W,0°00'00"N,53°00'00"W,0°00'00"N,54°00'00"W,1,-54,1,-53,0,-53,0,-54,SRTM1N00W054V3,SRTM1N00W054V3
SRTM1N00W055V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,1°00'00"N,55°00'00"W,1°00'00"N,54°00'00"W,0°00'00"N,54°00'00"W,0°00'00"N,55°00'00"W,1,-55,1,-54,0,-54,0,-55,SRTM1N00W055V3,SRTM1N00W055V3
SRTM1N00W056V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,1°00'00"N,56°00'00"W,1°00'00"N,55°00'00"W,0°00'00"N,55°00'00"W,0°00'00"N,56°00'00"W,1,-56,1,-55,0,-55,0,-56,SRTM1N00W056V3,SRTM1N00W056V3
SRTM1N00W057V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,1°00'00"N,57°00'00"W,1°00'00"N,56°00'00"W,0°00'00"N,56°00'00"W,0°00'00"N,57°00'00"W,1,-57,1,-56,0,-56,0,-57,SRTM1N00W057V3,SRTM1N00W057V3
SRTM1N00W058V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,1°00'00"N,58°00'00"W,1°00'00"N,57°00'00"W,0°00'00"N,57°00'00"W,0°00'00"N,58°00'00"W,1,-58,1,-57,0,-57,0,-58,SRTM1N00W058V3,SRTM1N00W058V3
SRTM1N00W059V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,1°00'00"N,59°00'00"W,1°00'00"N,58°00'00"W,0°00'00"N,58°00'00"W,0°00'00"N,59°00'00"W,1,-59,1,-58,0,-58,0,-59,SRTM1N00W059V3,SRTM1N00W059V3
SRTM1N00W060V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,1°00'00"N,60°00'00"W,1°00'00"N,59°00'00"W,0°00'00"N,59°00'00"W,0°00'00"N,60°00'00"W,1,-60,1,-59,0,-59,0,-60,SRTM1N00W060V3,SRTM1N00W060V3
SRTM1N00W061V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,1°00'00"N,61°00'00"W,1°00'00"N,60°00'00"W,0°00'00"N,60°00'00"W,0°00'00"N,61°00'00"W,1,-61,1,-60,0,-60,0,-61,SRTM1N00W061V3,SRTM1N00W061V3
SRTM1N00W062V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,1°00'00"N,62°00'00"W,1°00'00"N,61°00'00"W,0°00'00"N,61°00'00"W,0°00'00"N,62°00'00"W,1,-62,1,-61,0,-61,0,-62,SRTM1N00W062V3,SRTM1N00W062V3
SRTM1N00W063V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,1°00'00"N,63°00'00"W,1°00'00"N,62°00'00"W,0°00'00"N,62°00'00"W,0°00'00"N,63°00'00"W,1,-63,1,-62,0,-62,0,-63,SRTM1N00W063V3,SRTM1N00W063V3
SRTM1N00W064V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,1°00'00"N,64°00'00"W,1°00'00"N,63°00'00"W,0°00'00"N,63°00'00"W,0°00'00"N,64°00'00"W,1,-64,1,-63,0,-63,0,-64,SRTM1N00W064V3,SRTM1N00W064V3
SRTM1N00W065V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,1°00'00"N,65°00'00"W,1°00'00"N,64°00'00"W,0°00'00"N,64°00'00"W,0°00'00"N,65°00'00"W,1,-65,1,-64,0,-64,0,-65,SRTM1N00W065V3,SRTM1N00W065V3
SRTM1N00W066V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.447805-05,1°00'00"N,66°00'00"W,1°00'00"N,65°00'00"W,0°00'00"N,65°00'00"W,0°00'00"N,66°00'00"W,1,-66,1,-65,0,-65,0,-66,SRTM1N00W066V3,SRTM1N00W066V3
SRTM1N00W067V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,1°00'00"N,67°00'00"W,1°00'00"N,66°00'00"W,0°00'00"N,66°00'00"W,0°00'00"N,67°00'00"W,1,-67,1,-66,0,-66,0,-67,SRTM1N00W067V3,SRTM1N00W067V3
SRTM1N00W068V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,1°00'00"N,68°00'00"W,1°00'00"N,67°00'00"W,0°00'00"N,67°00'00"W,0°00'00"N,68°00'00"W,1,-68,1,-67,0,-67,0,-68,SRTM1N00W068V3,SRTM1N00W068V3
SRTM1N00W069V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,1°00'00"N,69°00'00"W,1°00'00"N,68°00'00"W,0°00'00"N,68°00'00"W,0°00'00"N,69°00'00"W,1,-69,1,-68,0,-68,0,-69,SRTM1N00W069V3,SRTM1N00W069V3
SRTM1N00W070V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,1°00'00"N,70°00'00"W,1°00'00"N,69°00'00"W,0°00'00"N,69°00'00"W,0°00'00"N,70°00'00"W,1,-70,1,-69,0,-69,0,-70,SRTM1N00W070V3,SRTM1N00W070V3
SRTM1N00W071V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,1°00'00"N,71°00'00"W,1°00'00"N,70°00'00"W,0°00'00"N,70°00'00"W,0°00'00"N,71°00'00"W,1,-71,1,-70,0,-70,0,-71,SRTM1N00W071V3,SRTM1N00W071V3
SRTM1N00W072V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,1°00'00"N,72°00'00"W,1°00'00"N,71°00'00"W,0°00'00"N,71°00'00"W,0°00'00"N,72°00'00"W,1,-72,1,-71,0,-71,0,-72,SRTM1N00W072V3,SRTM1N00W072V3
SRTM1N00W073V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,1°00'00"N,73°00'00"W,1°00'00"N,72°00'00"W,0°00'00"N,72°00'00"W,0°00'00"N,73°00'00"W,1,-73,1,-72,0,-72,0,-73,SRTM1N00W073V3,SRTM1N00W073V3
SRTM1N00W074V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,1°00'00"N,74°00'00"W,1°00'00"N,73°00'00"W,0°00'00"N,73°00'00"W,0°00'00"N,74°00'00"W,1,-74,1,-73,0,-73,0,-74,SRTM1N00W074V3,SRTM1N00W074V3
SRTM1N00W075V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,1°00'00"N,75°00'00"W,1°00'00"N,74°00'00"W,0°00'00"N,74°00'00"W,0°00'00"N,75°00'00"W,1,-75,1,-74,0,-74,0,-75,SRTM1N00W075V3,SRTM1N00W075V3
SRTM1N00W076V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,1°00'00"N,76°00'00"W,1°00'00"N,75°00'00"W,0°00'00"N,75°00'00"W,0°00'00"N,76°00'00"W,1,-76,1,-75,0,-75,0,-76,SRTM1N00W076V3,SRTM1N00W076V3
SRTM1N00W077V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,1°00'00"N,77°00'00"W,1°00'00"N,76°00'00"W,0°00'00"N,76°00'00"W,0°00'00"N,77°00'00"W,1,-77,1,-76,0,-76,0,-77,SRTM1N00W077V3,SRTM1N00W077V3
SRTM1N00W078V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,1°00'00"N,78°00'00"W,1°00'00"N,77°00'00"W,0°00'00"N,77°00'00"W,0°00'00"N,78°00'00"W,1,-78,1,-77,0,-77,0,-78,SRTM1N00W078V3,SRTM1N00W078V3
SRTM1N00W079V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,1°00'00"N,79°00'00"W,1°00'00"N,78°00'00"W,0°00'00"N,78°00'00"W,0°00'00"N,79°00'00"W,1,-79,1,-78,0,-78,0,-79,SRTM1N00W079V3,SRTM1N00W079V3
SRTM1N00W080V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,1°00'00"N,80°00'00"W,1°00'00"N,79°00'00"W,0°00'00"N,79°00'00"W,0°00'00"N,80°00'00"W,1,-80,1,-79,0,-79,0,-80,SRTM1N00W080V3,SRTM1N00W080V3
SRTM1N00W081V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,1°00'00"N,81°00'00"W,1°00'00"N,80°00'00"W,0°00'00"N,80°00'00"W,0°00'00"N,81°00'00"W,1,-81,1,-80,0,-80,0,-81,SRTM1N00W081V3,SRTM1N00W081V3
SRTM1N00W090V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 16:52:23.442054-05,1°00'00"N,90°00'00"W,1°00'00"N,89°00'00"W,0°00'00"N,89°00'00"W,0°00'00"N,90°00'00"W,1,-90,1,-89,0,-89,0,-90,SRTM1N00W090V3,SRTM1N00W090V3
SRTM1N00W091V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,1°00'00"N,91°00'00"W,1°00'00"N,90°00'00"W,0°00'00"N,90°00'00"W,0°00'00"N,91°00'00"W,1,-91,1,-90,0,-90,0,-91,SRTM1N00W091V3,SRTM1N00W091V3
SRTM1N00W092V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 16:52:23.442054-05,1°00'00"N,92°00'00"W,1°00'00"N,91°00'00"W,0°00'00"N,91°00'00"W,0°00'00"N,92°00'00"W,1,-92,1,-91,0,-91,0,-92,SRTM1N00W092V3,SRTM1N00W092V3
SRTM1N00W177V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.453563-05,1°00'00"N,177°00'00"W,1°00'00"N,176°00'00"W,0°00'00"N,176°00'00"W,0°00'00"N,177°00'00"W,1,-177,1,-176,0,-176,0,-177,SRTM1N00W177V3,SRTM1N00W177V3
SRTM1N01E007V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.395319-05,2°00'00"N,7°00'00"E,2°00'00"N,8°00'00"E,1°00'00"N,8°00'00"E,1°00'00"N,7°00'00"E,2,7,2,8,1,8,1,7,SRTM1N01E007V3,SRTM1N01E007V3
SRTM1N01E009V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.395319-05,2°00'00"N,9°00'00"E,2°00'00"N,10°00'00"E,1°00'00"N,10°00'00"E,1°00'00"N,9°00'00"E,2,9,2,10,1,10,1,9,SRTM1N01E009V3,SRTM1N01E009V3
SRTM1N01E010V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 22:24:55.640634-05,2°00'00"N,10°00'00"E,2°00'00"N,11°00'00"E,1°00'00"N,11°00'00"E,1°00'00"N,10°00'00"E,2,10,2,11,1,11,1,10,SRTM1N01E010V3,SRTM1N01E010V3
SRTM1N01E011V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.395319-05,2°00'00"N,11°00'00"E,2°00'00"N,12°00'00"E,1°00'00"N,12°00'00"E,1°00'00"N,11°00'00"E,2,11,2,12,1,12,1,11,SRTM1N01E011V3,SRTM1N01E011V3
SRTM1N01E012V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,2°00'00"N,12°00'00"E,2°00'00"N,13°00'00"E,1°00'00"N,13°00'00"E,1°00'00"N,12°00'00"E,2,12,2,13,1,13,1,12,SRTM1N01E012V3,SRTM1N01E012V3
SRTM1N01E013V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 22:24:55.640634-05,2°00'00"N,13°00'00"E,2°00'00"N,14°00'00"E,1°00'00"N,14°00'00"E,1°00'00"N,13°00'00"E,2,13,2,14,1,14,1,13,SRTM1N01E013V3,SRTM1N01E013V3
SRTM1N01E014V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,2°00'00"N,14°00'00"E,2°00'00"N,15°00'00"E,1°00'00"N,15°00'00"E,1°00'00"N,14°00'00"E,2,14,2,15,1,15,1,14,SRTM1N01E014V3,SRTM1N01E014V3
SRTM1N01E015V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,2°00'00"N,15°00'00"E,2°00'00"N,16°00'00"E,1°00'00"N,16°00'00"E,1°00'00"N,15°00'00"E,2,15,2,16,1,16,1,15,SRTM1N01E015V3,SRTM1N01E015V3
SRTM1N01E016V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,2°00'00"N,16°00'00"E,2°00'00"N,17°00'00"E,1°00'00"N,17°00'00"E,1°00'00"N,16°00'00"E,2,16,2,17,1,17,1,16,SRTM1N01E016V3,SRTM1N01E016V3
SRTM1N01E017V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,2°00'00"N,17°00'00"E,2°00'00"N,18°00'00"E,1°00'00"N,18°00'00"E,1°00'00"N,17°00'00"E,2,17,2,18,1,18,1,17,SRTM1N01E017V3,SRTM1N01E017V3
SRTM1N01E018V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,2°00'00"N,18°00'00"E,2°00'00"N,19°00'00"E,1°00'00"N,19°00'00"E,1°00'00"N,18°00'00"E,2,18,2,19,1,19,1,18,SRTM1N01E018V3,SRTM1N01E018V3
SRTM1N01E019V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,2°00'00"N,19°00'00"E,2°00'00"N,20°00'00"E,1°00'00"N,20°00'00"E,1°00'00"N,19°00'00"E,2,19,2,20,1,20,1,19,SRTM1N01E019V3,SRTM1N01E019V3
SRTM1N01E020V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,2°00'00"N,20°00'00"E,2°00'00"N,21°00'00"E,1°00'00"N,21°00'00"E,1°00'00"N,20°00'00"E,2,20,2,21,1,21,1,20,SRTM1N01E020V3,SRTM1N01E020V3
SRTM1N01E021V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,2°00'00"N,21°00'00"E,2°00'00"N,22°00'00"E,1°00'00"N,22°00'00"E,1°00'00"N,21°00'00"E,2,21,2,22,1,22,1,21,SRTM1N01E021V3,SRTM1N01E021V3
SRTM1N01E022V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,2°00'00"N,22°00'00"E,2°00'00"N,23°00'00"E,1°00'00"N,23°00'00"E,1°00'00"N,22°00'00"E,2,22,2,23,1,23,1,22,SRTM1N01E022V3,SRTM1N01E022V3
SRTM1N01E023V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.956433-05,2°00'00"N,23°00'00"E,2°00'00"N,24°00'00"E,1°00'00"N,24°00'00"E,1°00'00"N,23°00'00"E,2,23,2,24,1,24,1,23,SRTM1N01E023V3,SRTM1N01E023V3
SRTM1N01E024V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,2°00'00"N,24°00'00"E,2°00'00"N,25°00'00"E,1°00'00"N,25°00'00"E,1°00'00"N,24°00'00"E,2,24,2,25,1,25,1,24,SRTM1N01E024V3,SRTM1N01E024V3
SRTM1N01E025V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,2°00'00"N,25°00'00"E,2°00'00"N,26°00'00"E,1°00'00"N,26°00'00"E,1°00'00"N,25°00'00"E,2,25,2,26,1,26,1,25,SRTM1N01E025V3,SRTM1N01E025V3
SRTM1N01E026V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,2°00'00"N,26°00'00"E,2°00'00"N,27°00'00"E,1°00'00"N,27°00'00"E,1°00'00"N,26°00'00"E,2,26,2,27,1,27,1,26,SRTM1N01E026V3,SRTM1N01E026V3
SRTM1N01E027V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,2°00'00"N,27°00'00"E,2°00'00"N,28°00'00"E,1°00'00"N,28°00'00"E,1°00'00"N,27°00'00"E,2,27,2,28,1,28,1,27,SRTM1N01E027V3,SRTM1N01E027V3
SRTM1N01E028V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,2°00'00"N,28°00'00"E,2°00'00"N,29°00'00"E,1°00'00"N,29°00'00"E,1°00'00"N,28°00'00"E,2,28,2,29,1,29,1,28,SRTM1N01E028V3,SRTM1N01E028V3
SRTM1N01E029V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,2°00'00"N,29°00'00"E,2°00'00"N,30°00'00"E,1°00'00"N,30°00'00"E,1°00'00"N,29°00'00"E,2,29,2,30,1,30,1,29,SRTM1N01E029V3,SRTM1N01E029V3
SRTM1N01E030V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,2°00'00"N,30°00'00"E,2°00'00"N,31°00'00"E,1°00'00"N,31°00'00"E,1°00'00"N,30°00'00"E,2,30,2,31,1,31,1,30,SRTM1N01E030V3,SRTM1N01E030V3
SRTM1N01E031V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,2°00'00"N,31°00'00"E,2°00'00"N,32°00'00"E,1°00'00"N,32°00'00"E,1°00'00"N,31°00'00"E,2,31,2,32,1,32,1,31,SRTM1N01E031V3,SRTM1N01E031V3
SRTM1N01E032V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,2°00'00"N,32°00'00"E,2°00'00"N,33°00'00"E,1°00'00"N,33°00'00"E,1°00'00"N,32°00'00"E,2,32,2,33,1,33,1,32,SRTM1N01E032V3,SRTM1N01E032V3
SRTM1N01E033V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,2°00'00"N,33°00'00"E,2°00'00"N,34°00'00"E,1°00'00"N,34°00'00"E,1°00'00"N,33°00'00"E,2,33,2,34,1,34,1,33,SRTM1N01E033V3,SRTM1N01E033V3
SRTM1N01E034V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-11 00:16:07.157483-05,2°00'00"N,34°00'00"E,2°00'00"N,35°00'00"E,1°00'00"N,35°00'00"E,1°00'00"N,34°00'00"E,2,34,2,35,1,35,1,34,SRTM1N01E034V3,SRTM1N01E034V3
SRTM1N01E035V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:08.639466-05,2°00'00"N,35°00'00"E,2°00'00"N,36°00'00"E,1°00'00"N,36°00'00"E,1°00'00"N,35°00'00"E,2,35,2,36,1,36,1,35,SRTM1N01E035V3,SRTM1N01E035V3
SRTM1N01E036V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:08.639466-05,2°00'00"N,36°00'00"E,2°00'00"N,37°00'00"E,1°00'00"N,37°00'00"E,1°00'00"N,36°00'00"E,2,36,2,37,1,37,1,36,SRTM1N01E036V3,SRTM1N01E036V3
SRTM1N01E037V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:08.639466-05,2°00'00"N,37°00'00"E,2°00'00"N,38°00'00"E,1°00'00"N,38°00'00"E,1°00'00"N,37°00'00"E,2,37,2,38,1,38,1,37,SRTM1N01E037V3,SRTM1N01E037V3
SRTM1N01E038V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.980471-05,2°00'00"N,38°00'00"E,2°00'00"N,39°00'00"E,1°00'00"N,39°00'00"E,1°00'00"N,38°00'00"E,2,38,2,39,1,39,1,38,SRTM1N01E038V3,SRTM1N01E038V3
SRTM1N01E039V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.980471-05,2°00'00"N,39°00'00"E,2°00'00"N,40°00'00"E,1°00'00"N,40°00'00"E,1°00'00"N,39°00'00"E,2,39,2,40,1,40,1,39,SRTM1N01E039V3,SRTM1N01E039V3
SRTM1N01E040V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.980471-05,2°00'00"N,40°00'00"E,2°00'00"N,41°00'00"E,1°00'00"N,41°00'00"E,1°00'00"N,40°00'00"E,2,40,2,41,1,41,1,40,SRTM1N01E040V3,SRTM1N01E040V3
SRTM1N01E041V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:08.639466-05,2°00'00"N,41°00'00"E,2°00'00"N,42°00'00"E,1°00'00"N,42°00'00"E,1°00'00"N,41°00'00"E,2,41,2,42,1,42,1,41,SRTM1N01E041V3,SRTM1N01E041V3
SRTM1N01E042V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.980471-05,2°00'00"N,42°00'00"E,2°00'00"N,43°00'00"E,1°00'00"N,43°00'00"E,1°00'00"N,42°00'00"E,2,42,2,43,1,43,1,42,SRTM1N01E042V3,SRTM1N01E042V3
SRTM1N01E043V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.980471-05,2°00'00"N,43°00'00"E,2°00'00"N,44°00'00"E,1°00'00"N,44°00'00"E,1°00'00"N,43°00'00"E,2,43,2,44,1,44,1,43,SRTM1N01E043V3,SRTM1N01E043V3
SRTM1N01E044V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.283961-05,2°00'00"N,44°00'00"E,2°00'00"N,45°00'00"E,1°00'00"N,45°00'00"E,1°00'00"N,44°00'00"E,2,44,2,45,1,45,1,44,SRTM1N01E044V3,SRTM1N01E044V3
SRTM1N01E045V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.283961-05,2°00'00"N,45°00'00"E,2°00'00"N,46°00'00"E,1°00'00"N,46°00'00"E,1°00'00"N,45°00'00"E,2,45,2,46,1,46,1,45,SRTM1N01E045V3,SRTM1N01E045V3
SRTM1N01E073V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,2°00'00"N,73°00'00"E,2°00'00"N,74°00'00"E,1°00'00"N,74°00'00"E,1°00'00"N,73°00'00"E,2,73,2,74,1,74,1,73,SRTM1N01E073V3,SRTM1N01E073V3
SRTM1N01E097V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 06:25:58.699678-05,2°00'00"N,97°00'00"E,2°00'00"N,98°00'00"E,1°00'00"N,98°00'00"E,1°00'00"N,97°00'00"E,2,97,2,98,1,98,1,97,SRTM1N01E097V3,SRTM1N01E097V3
SRTM1N01E098V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.167221-05,2°00'00"N,98°00'00"E,2°00'00"N,99°00'00"E,1°00'00"N,99°00'00"E,1°00'00"N,98°00'00"E,2,98,2,99,1,99,1,98,SRTM1N01E098V3,SRTM1N01E098V3
SRTM1N01E099V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 06:25:58.699678-05,2°00'00"N,99°00'00"E,2°00'00"N,100°00'00"E,1°00'00"N,100°00'00"E,1°00'00"N,99°00'00"E,2,99,2,100,1,100,1,99,SRTM1N01E099V3,SRTM1N01E099V3
SRTM1N01E100V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.167221-05,2°00'00"N,100°00'00"E,2°00'00"N,101°00'00"E,1°00'00"N,101°00'00"E,1°00'00"N,100°00'00"E,2,100,2,101,1,101,1,100,SRTM1N01E100V3,SRTM1N01E100V3
SRTM1N01E101V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,2°00'00"N,101°00'00"E,2°00'00"N,102°00'00"E,1°00'00"N,102°00'00"E,1°00'00"N,101°00'00"E,2,101,2,102,1,102,1,101,SRTM1N01E101V3,SRTM1N01E101V3
SRTM1N01E102V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.167221-05,2°00'00"N,102°00'00"E,2°00'00"N,103°00'00"E,1°00'00"N,103°00'00"E,1°00'00"N,102°00'00"E,2,102,2,103,1,103,1,102,SRTM1N01E102V3,SRTM1N01E102V3
SRTM1N01E103V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,2°00'00"N,103°00'00"E,2°00'00"N,104°00'00"E,1°00'00"N,104°00'00"E,1°00'00"N,103°00'00"E,2,103,2,104,1,104,1,103,SRTM1N01E103V3,SRTM1N01E103V3
SRTM1N01E104V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,2°00'00"N,104°00'00"E,2°00'00"N,105°00'00"E,1°00'00"N,105°00'00"E,1°00'00"N,104°00'00"E,2,104,2,105,1,105,1,104,SRTM1N01E104V3,SRTM1N01E104V3
